订单编号,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码
225365399962,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233
255982185557,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
255855503017,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
245043595714,swisse葡萄籽皙颜美,260,1,931177059731,,,,卖家已发货，等待买家确认,931177059731
245043595714,日本FANCL复合维生素,99,2,490804928347,,,,卖家已发货，等待买家确认,490804928347
245043595714,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
255842427801,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,交易成功,931177059169
245032968259,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
255930045347,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
245169349315,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
245008375180,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
225501638507,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
225504157127,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
225324819627,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
255845045629,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338
225487078187,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
244937168429,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
244937168429,日本FANCL/芳珂 H,398,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
225395396369,ASANA金舞茸香港正品,198,1,489700682471,,,,卖家已发货，等待买家确认,489700682471
225395396369,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
255835601108,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
255721203396,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
244907551627,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
245041130856,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
225474518774,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
245028710331,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
244892448595,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
255850066581,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
255850066581,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
255691440927,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
255773345299,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
255751005690,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
255656100815,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
225362656562,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
255623047324,swisse护肝片 澳洲,170,1,931177058999,,,,卖家已发货，等待买家确认,931177058999
255721321835,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
244949494437,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
255610503416,普丽普莱氨糖软骨素 缓解,290,1,25077278145,,,,卖家已发货，等待买家确认,25077278145
225439378585,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
244761071788,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
225255619193,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
255564163263,普丽普莱氨糖维骨力/软骨,580,3,ecms-tz-0010,,,,交易成功,ecms-tz-0010
244749172450,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
225418418959,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
244734048509,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
225417917341,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
255519607363,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
244855293375,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
255640666816,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
255569065777,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
244569071500,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
225362297752,fancl/芳珂燃脂素 ,258,2,490804914233,,,,交易成功,490804914233
244677034102,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
225347058865,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225347058865,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
255320667838,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
255300004794,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
255288020483,swisse护肝片 澳洲,170,1,931177058999,,,请确保药品无损再发货,交易成功,931177058999
225240956447,swisse睡眠片 澳洲,169,1,931177058824,,,,卖家已发货，等待买家确认,931177058824
255375481651,swisse护肝片 澳洲,170,1,931177058999,,,,交易成功,931177058999
244597290250,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
244469692692,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
255250524499,美国进口普利普莱叶黄素软,176,1,74312149047,,,,卖家已发货，等待买家确认,74312149047
225321117545,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261
255395946885,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
244588813094,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
225139899091,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
244409331395,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
244401055064,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704
244401055064,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
255209424433,swisse护肝片 澳洲,170,1,931177058999,,,,交易成功,931177058999
244518470967,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
244519174603,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
244379211372,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
244532533065,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
244532533065,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
255333946237,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
255333946237,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
244496950224,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
255318526517,日本进口水果果蔬酵素酵母,215,1,493309403145,,,,交易成功,493309403145
244361472680,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225195456141,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
244315911543,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
244456794052,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
244477653541,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
244299328069,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
244401310799,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338
225167016710,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
244405349421,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
255032083949,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225248458535,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
244396313199,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
244355130212,香港直邮 FANCL 护,260,1,490804908951,,,,交易成功,490804908951
244213611006,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,卖家已发货，等待买家确认,498704921261
244235172543,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225067119126,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
225064339018,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
244346309925,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
254956143212,普丽普莱氨糖软骨素 缓解,290,1,25077278145,,,,卖家已发货，等待买家确认,25077278145
244154995042,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
244144692974,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
244113775214,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225202918854,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
225210617920,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
254879264848,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
244057695802,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
244057695802,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
244073452895,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
244074632571,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
225002779313,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
254976162885,日本FANCL/芳珂 H,398,1,ecms-tz-0010,,,,交易关闭,ecms-tz-0010
244037592183,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,尽快发货 要求完美,交易成功,456026429338
244003475896,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
244143194653,日本fancl美白丸全身,204,1,490804934732,,,请检查好质量和包装在发货哦！亲，有效果再来,交易成功,490804934732
254787843491,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
225163018551,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
254795044664,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
254939346987,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
244105154518,日本FANCL/芳珂 H,398,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
225153158734,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
244117573853,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
254725584324,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
254725584324,美国进口普利普莱叶黄素软,176,1,74312149047,,,,交易成功,74312149047
254842666352,日本kawai卡哇伊鱼油,218,1,498704921162,,,,交易成功,498704921162
243903268174,swisse钙片+维生素,160,1,931177059250,,,,卖家已发货，等待买家确认,931177059250
225127358310,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
243880531001,普丽普莱氨糖软骨素 缓解,290,1,25077278145,,,,卖家已发货，等待买家确认,25077278145
254836982302,日本kawai卡哇伊鱼油,218,1,498704921162,,,,交易成功,498704921162
254686440657,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
254680684123,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
254755465640,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
254751685792,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
243874128664,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
225026816906,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
243842948969,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
243842948969,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
254778446753,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
254709561973,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
225104458283,日本fancl美白丸全身,204,1,490804934732,,,药盒要深色的 谢谢,卖家已发货，等待买家确认,490804934732
243824512246,KAWAI鱼肝油丸(蓝罐,238,1,498704931842,,,,交易成功,498704931842
254757726534,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
243783512779,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
225092657534,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
243900514275,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
224908219607,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
225084577173,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
243696111744,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338
243716172275,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
254636486493,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
224880119382,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
254443563013,日本fancl美白丸全身,204,1,490804934732,,,,交易关闭,490804934732
224956576139,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,卖家已发货，等待买家确认,931177059169
243635411870,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
225042018001,fancl/芳珂 祛痘淡,198,1,490804934733,,,,交易关闭,490804934733
243773394941,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
225040898073,大豆卵磷脂 澳洲swis,198,1,931177059746,,,,交易成功,931177059746
243766133797,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易关闭,456026429338
254499665981,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
254557026717,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
243600031658,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
243720134433,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
243724093518,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
243553315585,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
254364644793,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易关闭,490804914233
254364644793,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易关闭,456026429341
224839279660,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
243508351217,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
254300960848,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
224995398092,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
254433226687,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
243598669843,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
254210367956,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233
254210367956,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
254201307391,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
254190860084,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704
254190860084,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
254190860084,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
254184444246,ASANA补肝素 螺旋藻,198,1,489700682540,,,,卖家已发货，等待买家确认,489700682540
243520374463,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
224862396021,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
224946278583,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
243369468525,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
243343171017,日本fancl美白丸全身,204,2,490804934732,,,,交易成功,490804934732
243503669657,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
243335388279,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
254078507236,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
224932277797,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
224932277797,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
224833396853,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
224827476570,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
224920057393,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,请发韵达,卖家已发货，等待买家确认,456026429338
254178826578,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
243395509916,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
243381050193,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
243378150153,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
243215591611,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
243193935923,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
224894417178,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
254105726602,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
253926527592,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
243291114931,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341
253914807814,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233
243268014015,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
243268014015,fancl/芳珂 祛痘淡,198,1,490804934733,,,,卖家已发货，等待买家确认,490804934733
243268014015,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
243276009834,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
253958345041,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
253951385095,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
253853527722,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
243237889812,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
243221034419,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
243058895127,swisse葡萄籽皙颜美,260,1,931177059731,,,,交易成功,931177059731
253919985361,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
253975286371,普丽普莱氨糖维骨力/软骨,580,2,ecms-tz-0010,,,,交易成功,ecms-tz-0010
243192214760,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
224844957584,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,身份证 43068119950528841x,交易成功,456026429338
253890921837,日本FANCL复合维生素,99,2,490804928347,,,,交易成功,490804928347
253890921837,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
253864845424,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341
243132350218,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
243000312874,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
224819997299,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
253746004774,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,卖家已发货，等待买家确认,931177059169
253825425815,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341
224811577221,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
242939152223,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
243052434818,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
253762065344,日本kawai卡哇伊鱼油,218,1,498704921162,,,,卖家已发货，等待买家确认,498704921162
253762065344,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,卖家已发货，等待买家确认,498704921261
242884015229,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
242897912528,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
243027754011,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
253734465166,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
224788077291,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,交易关闭,931177059169
243022133411,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
242993350715,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
224770078049,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
242812931905,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
242811815117,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
253578964399,swisse胶原蛋白片澳,169,1,931177058821,,,,卖家已发货，等待买家确认,931177058821
253578964399,swisse葡萄籽皙颜美,260,1,931177059731,,,,卖家已发货，等待买家确认,931177059731
253578964399,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
224666556667,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
242787591299,日本FANCL复合维生素,99,2,490804928347,,,,交易成功,490804928347
253695962929,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
242770731926,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
253541003152,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
242759751037,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
253535264093,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
242772028679,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
242898950307,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
253512487718,日本fancl美白丸全身,204,1,490804934732,,,,交易关闭,490804934732
224641696118,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
224561339078,香港直邮  日本FANC,298,1,490804917306,,,,交易成功,490804917306
242870869013,日本fancl美白丸全身,204,2,490804934732,,,,卖家已发货，等待买家确认,490804934732
224556339015,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
224556339015,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
242850049067,日本fancl美白丸全身,204,1,490804934732,,,百世汇通,交易关闭,490804934732
253597346974,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
253597346974,FANCL/芳珂 HTC,198,1,490804926704,,,,卖家已发货，等待买家确认,490804926704
242669951048,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
242831089131,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
253591462054,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233
242660671737,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
242808769015,日本fancl美白丸全身,204,2,490804934732,,,,交易成功,490804934732
253489925965,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
224605276825,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
253399164589,日本代购新谷酵素夜迟减肥,399,2,456026429341,,,,交易成功,456026429341
242771670298,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
242745890569,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
242745890569,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341
224597056535,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
253372220070,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
224594356518,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
253353727163,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
242560791845,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
242553095195,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
242691650151,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
253302584224,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
242491475523,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
242479851064,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233
242495692752,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
224655057684,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
253236240063,swisse葡萄籽皙颜美,260,1,931177059731,,,,交易成功,931177059731
253236240063,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
242463108979,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
253361426001,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
242574269368,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
253332666404,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251
242559170566,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
242559170566,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261
242560309477,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
